1.08049142,-0.596299410,0.180564523
1.20933938,-0.396702498,-0.00174029171
1.10462368,-0.838222980,-0.0990186632
1.13985705,-0.0487076193,0.145987228
1.17177129,0.196129546,-0.00303767063
1.17197978,-0.250862926,-0.133897349
0.914270163,0.780433416,0.104196995
0.768204331,0.946718156,-0.142121032
1.13824654,0.674403131,-0.192986712
1.81072, -0.631377, 0.205365
1.85954, -0.379406, 0.0708283
1.89063, -0.81221, -0.0802466
1.9056, 0.150738, 0.105561
1.9108, 0.37692, -0.0837592
1.99247, -0.0663222, -0.175248
1.74124, 0.953067, 0.122406
1.65671, 1.1667, -0.0605313
1.90693, 0.81324, -0.189258
1.18836, 0.756135, 0.220575
1.106962, 0.9449, 0.0009
1.3912, 0.5585, -0.0114
